date,daily_return,cumulative_return,portfolio_value,benchmark_daily_return,benchmark_cumulative_return,benchmark_source,benchmark_value
2026-02-10,0.004606660018330736,-0.012503502332963379,98749.64976670366,0.002623002787302875,0.07508337184985114,official_nse_nifty50_index,107508.33718498511
2026-02-11,0.0115562039435093,-0.001091791412421994,99890.8208587578,0.0007210291824029103,0.07585853833447098,official_nse_nifty50_index,107585.8538334471
2026-02-12,-0.0005653060112056282,-0.0016564802273791868,99834.35197726208,-0.005650414100412782,0.06977949207941636,official_nse_nifty50_index,106977.94920794164
2026-02-13,-0.006276480200984621,-0.007922563563013352,99207.74364369866,-0.013023497318577881,0.055847221732850505,official_nse_nifty50_index,105584.72217328504
2026-02-16,0.0002930449535971836,-0.00763184027668784,99236.81597233121,0.008309417339651626,0.06462069694514039,official_nse_nifty50_index,106462.06969451404
2026-02-17,0.006990106572561155,-0.0006950810810055774,99930.49189189944,0.0016606477110123752,0.06638865686861872,official_nse_nifty50_index,106638.86568686187
2026-02-18,0.002748073162822758,0.002051081948152289,100205.10819481523,0.0036520326214557475,0.0702831430306532,official_nse_nifty50_index,107028.31430306532
2026-02-19,-0.015985957987973358,-0.01396766454967413,98603.23354503259,-0.014136684308474035,0.05515288811694741,official_nse_nifty50_index,105515.28881169474
2026-02-20,0.0027060028945351277,-0.011299458195840217,98870.05418041597,0.004592535264110076,0.059998714964652144,official_nse_nifty50_index,105999.87149646522
2026-02-23,0.00710881729663231,-0.004270966683073252,99572.90333169268,0.00554333479982394,0.06587464272908439,official_nse_nifty50_index,106587.46427290844
